doc_id,doc_title,cid,citation_type,full_citation,context,sql_query,title,part,section,section_main,congress,law_number,volume,page
PTIICOOR_CH58SOWAMA_ARTIINGE_S58-2DE,"<div class=""chunk-title"">Sec. 58-2. - Definitions.</div>",bafkreiexkfkwwxnlq4gjihvtcoporz3n3vkh2nwrgnqrb53awz7y5icfge,CFR,40 C.F.R. 261.4,"ngterm storage facility or a surface storage facility.
               
            </p>
            <p class=""p0"">
               <span class=""ital"">Medical waste</span> means any solid waste that is generated in the diagnosis, treatment, or immunization
               of human beings or animals, in research pertaining thereto, or in the production or
               testing of biologicals, but does not include any hazardous waste, radioactive waste,
               household waste, as defined in 40 CFR 261.4(b)(1), or those substances excluded from
               the definition of solid waste in this chapter.
               
            </p>
            <p class=""p0"">
               <span class=""ital"">Municipal solid waste</span> means solid waste resulting from the operation of residential, commercial, industrial,
               governmental, or institutional establishments that would normally be collected, processed,
               and disposed of through a public or private solid waste managemen",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.4,,,,,
PTIICOOR_CH58SOWAMA_ARTIINGE_S58-2DE,"<div class=""chunk-title"">Sec. 58-2. - Definitions.</div>",bafkreiexkfkwwxnlq4gjihvtcoporz3n3vkh2nwrgnqrb53awz7y5icfge,Public Law,Public Law 92-500,Public Law 92-500 [Context not found],SELECT * FROM public_laws WHERE congress = '92' AND law_number = '500',,,,,92,500,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,33 U.S.C. 1347,"Cabarrus Health Alliance.
               
            </p>
            		
            <p class=""incr2"">
               (9)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Categorical standard</span> or <span class=""ital"">national categorical pretreatment standards.</span> Any regulation containing pollutant discharge limits promulgated by the Environmental
               Protection Agency in accordance with Sections 307(b) and (c) of the Act (33 U.S.C.
               1347) which applies to a specific category of industrial users and which appears in
               40 CFR<a href="""" data-chunk-id=""PTIICOOR_CH1GEPR"" class=""section-link"" data-product-id=""12658""> Chapter 1</a>, Subchapter N, Parts 405â€”471.
               
            </p>
            		
            <p class=""incr2"">
               (10)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Chemical toilets.</span> The structures used to co",SELECT * FROM usc WHERE title = '33' AND section = '1347',33,,1347,1347,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,33 U.S.C. 1317,"uch holding tanks as
               vessels, chemical toilets, campers, trailers, septic tanks, and vacuum-pump tank trucks.
               
            </p>
            		
            <p class=""incr2"">
               (21)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Indirect discharge.</span> The discharge or the introduction from any non-domestic source regulated under section
               307(b), (c), or (d) of the Act, (33 U.S.C. 1317), into the POTW (including holding
               tank waste discharged into the system).
               
            </p>
            		
            <p class=""incr2"">
               (22)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Industrial user</span> or <span class=""ital"">user.</span> Any person which is a source of indirect discharge.
               
            </p>
            		
            <p class=""incr2"">
        ",SELECT * FROM usc WHERE title = '33' AND section = '1317',33,,1317,1317,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,33 U.S.C. 1345,"dge processes, use, or disposal, which causes or
               contributes to a violation of any requirement of the control authority's NPDES, collection
               system, or non-discharge permit or prevents sewage sludge use or disposal in compliance
               with specified applicable state and federal statutes, regulations, or permits. The
               term includes prevention of sewage sludge use or disposal by the POTW in accordance
               with section 405 of the Act, (33 U.S.C. 1345) or any criteria, guidelines, or regulations
               developed pursuant to the Solid Waste Disposal Act (SWDA)(42 U.S.C. 6901, et seq.),
               the Clean Air Act, the Toxic Substances Control Act, the Marine Protection Research
               and Sanctuary Act (MPRSA) or more stringent than state criteria (including those contained
               in any state sludge management plan prepared pursuant to Title IV of SWDA) applicable
               to the method of disposal or use e",SELECT * FROM usc WHERE title = '33' AND section = '1345',33,,1345,1345,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,42 U.S.C. 6901,"y's NPDES, collection
               system, or non-discharge permit or prevents sewage sludge use or disposal in compliance
               with specified applicable state and federal statutes, regulations, or permits. The
               term includes prevention of sewage sludge use or disposal by the POTW in accordance
               with section 405 of the Act, (33 U.S.C. 1345) or any criteria, guidelines, or regulations
               developed pursuant to the Solid Waste Disposal Act (SWDA)(42 U.S.C. 6901, et seq.),
               the Clean Air Act, the Toxic Substances Control Act, the Marine Protection Research
               and Sanctuary Act (MPRSA) or more stringent than state criteria (including those contained
               in any state sludge management plan prepared pursuant to Title IV of SWDA) applicable
               to the method of disposal or use employed by the POTW.
               
            </p>
            		
            <p class=""incr2"">
               (27)
              ",SELECT * FROM usc WHERE title = '42' AND section = '6901',42,,6901,6901,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,33 U.S.C. 1342,"ng from the processes employed in industrial, manufacturing,
               trade or business establishments, as distinct from domestic wastes.
               
            </p>
            		
            <p class=""incr2"">
               (36)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">NPDES</span> or <span class=""ital"">National Pollutant Discharge Elimination System.</span> A permit issued pursuant to Section 402 of the Act (33 U.S.C. 1342) or pursuant to
               G.S. 143-215.1 by the state under delegation from EPA.
               
            </p>
            		
            <p class=""incr2"">
               (37)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Pass through.</span> A discharge which exits the POTW into waters of the state in quantities or concentrations
               which, alone or in conjunction with a discharge or discharges from other s",SELECT * FROM usc WHERE title = '33' AND section = '1342',33,,1342,1342,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,USC,33 U.S.C. 1292,"conditions
               normally prevailing in public sewers, with no particle greater than one-half inch
               in any dimension.
               
            </p>
            		
            <p class=""incr2"">
               (49)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Publicly owned treatment works (POTW).</span> A treatment works (or a combination thereof), as defined by Section 212 of the Act,
               (33 U.S.C. 1292) which is owned in this instance by WSACC. This definition includes
               any devices or systems used in the collection, storage, treatment, recycling, and
               reclamation of municipal sewage or industrial wastes of a liquid nature. It also includes
               sewers, pipes, and other conveyances which convey wastewater to the POTW treatment
               plant, plant and sewer maintenance personnel, and microorganisms associated with the
               treatment proces",SELECT * FROM usc WHERE title = '33' AND section = '1292',33,,1292,1292,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-61GEPR,"<div class=""chunk-title"">Sec. 78-61. - General provisions.</div>",bafkreigzfje4wb2a22gxiyp6bvpbn3done54bzbjacshppo6g27ltayxrq,CFR,40 C.F.R. 403.11,"    
            </p>
            		
            <p class=""incr2"">
               (44)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Pretreatment program.</span> The program for the control of pollutants introduced into the POTW from non-domestic
               sources which was developed by WSACC in compliance with 40 CFR, 403.8 and approved
               by the state as authorized by G.S. 143-215.3(a)(14) in accordance with 40 CFR 403.11.
               
            </p>
            		
            <p class=""incr2"">
               (45)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Pretreatment requirements.</span> Any substantive or procedural requirement related to pretreatment, other than a pretreatment
               standard.
               
            </p>
            		
            <p class=""incr2"">
               (46)
               
            </p>
  ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.11,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 261.21,"            (1)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Explosive mixtures.</span> Any pollutant(s) which, either alone or by interaction with another pollutant(s),
               creates a fire or explosive hazard in the POTW, including, but not limited to, waste
               streams with a closed cup flashpoint of less than 140 degrees Fahrenheit (60 degrees
               Celsius) using the test methods specified in 40 CFR 261.21.
               
            </p>
            		
            <p class=""incr2"">
               (2)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Solid or viscous substances.</span> Solid or viscous substances in amounts which will cause obstruction of the POTW resulting
               in interference but in no case solids greater than one-half-inch in any dimension.
               Prohibited materials include, but are not limit",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.21,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.6," N, Parts 405â€”471 and incorporated herein.
               
            </p>
            		
            <p class=""incr1"">
               (a)
               
            </p>
            		
            <p class=""content2"">
               Where a categorical pretreatment standard is expressed only in terms of either the
               mass or the concentration of a pollutant in wastewater, the executive director may
               impose equivalent concentration or mass limits in accordance with 40 CFR 403.6(c).
               
            </p>
            		
            <p class=""incr1"">
               (b)
               
            </p>
            		
            <p class=""content2"">
               When wastewater subject to a categorical pretreatment standard is mixed with wastewater
               not regulated by the same standard, the executive director shall impose an alternate
               limit using the combined waste stream formula in 40 CFR 403.6(e).
               
            </p>
",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.6," N, Parts 405â€”471 and incorporated herein.
               
            </p>
            		
            <p class=""incr1"">
               (a)
               
            </p>
            		
            <p class=""content2"">
               Where a categorical pretreatment standard is expressed only in terms of either the
               mass or the concentration of a pollutant in wastewater, the executive director may
               impose equivalent concentration or mass limits in accordance with 40 CFR 403.6(c).
               
            </p>
            		
            <p class=""incr1"">
               (b)
               
            </p>
            		
            <p class=""content2"">
               When wastewater subject to a categorical pretreatment standard is mixed with wastewater
               not regulated by the same standard, the executive director shall impose an alternate
               limit using the combined waste stream formula in 40 CFR 403.6(e).
               
            </p>
",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.13,"e standard, the executive director shall impose an alternate
               limit using the combined waste stream formula in 40 CFR 403.6(e).
               
            </p>
            		
            <p class=""incr1"">
               (c)
               
            </p>
            		
            <p class=""content2"">
               A user may obtain a variance from a categorical pretreatment standard if the user
               can prove, pursuant to the procedural and substantive provisions in 40 CFR 403.13,
               that factors relating to its discharge are fundamentally different from the factors
               considered by EPA when developing the categorical pretreatment standard.
               
            </p>
            		
            <p class=""incr1"">
               (d)
               
            </p>
            		
            <p class=""content2"">
               A user may obtain a net gross adjustment to a categorical standard in accordance with
               40 CFR 403.15.
  ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.13,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.15," in 40 CFR 403.13,
               that factors relating to its discharge are fundamentally different from the factors
               considered by EPA when developing the categorical pretreatment standard.
               
            </p>
            		
            <p class=""incr1"">
               (d)
               
            </p>
            		
            <p class=""content2"">
               A user may obtain a net gross adjustment to a categorical standard in accordance with
               40 CFR 403.15.
               
            </p>
            		
            <p class=""incr1"">
               (c)
               
            </p>
            		
            <p class=""content2"">
               A user may request a removal credit adjustment to a categorical standard in accordance
               with 40 CFR 403.7.
               
            </p>
            		
            <p class=""incr0"">
               3.
               
            </p>
            		
            <p class=""content1"">
       ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.15,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.7,"   
            </p>
            		
            <p class=""content2"">
               A user may obtain a net gross adjustment to a categorical standard in accordance with
               40 CFR 403.15.
               
            </p>
            		
            <p class=""incr1"">
               (c)
               
            </p>
            		
            <p class=""content2"">
               A user may request a removal credit adjustment to a categorical standard in accordance
               with 40 CFR 403.7.
               
            </p>
            		
            <p class=""incr0"">
               3.
               
            </p>
            		
            <p class=""content1"">
               <span class=""ital"">Industrial waste survey and local limits.</span> An industrial waste survey is required prior to a user discharging wastewater containing
               in excess of the following average discharge limits.
               
            </p>
            		
            <p class=""b1"">
      ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.7,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-62GESEUSRE,"<div class=""chunk-title"">Sec. 78-62. - General sewer use requirements.</div>",bafkreifzqlzs35dh77grtvlfcd4uwwetnp2mmdiftwgbpoczzegxnpvp3e,CFR,40 C.F.R. 403.4,"     		
            <p class=""content1"">
               <span class=""ital"">Right of revision.</span> WSACC reserves the right to establish limitations and requirements which are more
               stringent than those required by either state or federal regulation if deemed necessary
               to comply with the objectives presented in section 78-61.1 of this article or the
               general and specific prohibitions in section 78-62.1 of this article, as is allowed
               by 40 CFR 403.4.
               
            </p>
            		
            <p class=""incr0"">
               6.
               
            </p>
            		
            <p class=""content1"">
               <span class=""ital"">Dilution.</span> No user shall ever increase the use of process water or, in any way, attempt to dilute
               a discharge as a partial or complete substitute for adequate treatment to achieve
               compliance with the limitations contained in the National Categorical P",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.4,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-64WADIPEAPIS,"<div class=""chunk-title"">Sec. 78-64. - Wastewater discharge permit application and issuance.</div>",bafkreietc35lydqrpg7so2drvmtpwnd3use7d26btew6zp5iu7tem2u4ti,CFR,40 C.F.R. 403.3,"  </p>
               		
               <p class=""content4"">
                  Entered into a binding contractual obligation for the purchase of facilities or equipment
                  which is intended to be used in its operation within a reasonable time. Options to
                  purchase or contracts which can be terminated or modified without substantial obligation
                  under this definition in accordance with that section with the provisions as stated
                  in 40 CFR 403.3.(K).
                  
               </p>
               		
               
            
            <p class=""incr2"">
               (2)
               
            </p>
            		
            <p class=""content3"">
               Users who do not fit the SIU criteria may at the discretion of the executive director
               be required to obtain a local pretreatment permit as necessary to carry out the purposes
               of this article.
               
            </p>
        ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.3,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-64WADIPEAPIS,"<div class=""chunk-title"">Sec. 78-64. - Wastewater discharge permit application and issuance.</div>",bafkreietc35lydqrpg7so2drvmtpwnd3use7d26btew6zp5iu7tem2u4ti,CFR,40 C.F.R. 403.12,"lass=""incr2"">
               (15)
               
            </p>
            		
            <p class=""content3"">
               Type and amount of any materials processed (average and maximum per day);
               
            </p>
            		
            <p class=""incr2"">
               (16)
               
            </p>
            		
            <p class=""content3"">
               If subject to a categorical standard, a base line monitoring report in accordance
               with 40 CFR 403.12(b) and 15A NCAC 2H.0908(a), as outlined in section 78-65.1 of this
               article;
               
            </p>
            		
            <p class=""incr2"">
               (17)
               
            </p>
            		
            <p class=""content3"">
               Description of current and projected waste reduction activities in accordance with
               G.S. 143-215.1(g);
               
            </p>
            		
            <p class=""incr2"">
               (18)",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-64WADIPEAPIS,"<div class=""chunk-title"">Sec. 78-64. - Wastewater discharge permit application and issuance.</div>",bafkreietc35lydqrpg7so2drvmtpwnd3use7d26btew6zp5iu7tem2u4ti,CFR,40 C.F.R. 403.13,"            <p class=""content4"">
               Misrepresentations or failure to fully disclose all relevant facts in the wastewater
               discharge permit application or in any required reporting;
               
            </p>
            		
            <p class=""incr3"">
               (xi)
               
            </p>
            		
            <p class=""content4"">
               Revision or a grant of variance from categorical pretreatment standards pursuant to
               40 CFR 403.13;
               
            </p>
            		
            <p class=""incr3"">
               (xii)
               
            </p>
            		
            <p class=""content4"">
               To correct typographical or other errors in the wastewater discharge permit; or
               
            </p>
            		
            <p class=""incr3"">
               (xiii)
               
            </p>
            		
            <p class=""content4"">
               To reflect a transfer of th",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.13,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.6,"          </p>
            		
            <p class=""content1"">
               <span class=""ital"">Baseline monitoring reports.</span>
               
            </p>
            		
            <p class=""incr1"">
               (a)
               
            </p>
            		
            <p class=""content2"">
               Within either 180 days after the effective date of a categorical pretreatment standard,
               or the final administrative decision on a category determination under 40 CFR 403.6(a)(4),
               whichever is later, existing industrial users who are subject to the standard and
               are currently discharging to or scheduled to discharge to the POTW shall submit to
               the executive director a report which contains the information listed in paragraph
               (b) below. At least 90 days prior to commencement of their discharge, new sources,
               and sources that become categorical users subsequent to the promulgation of an applica",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.6,"          </p>
            		
            <p class=""content1"">
               <span class=""ital"">Baseline monitoring reports.</span>
               
            </p>
            		
            <p class=""incr1"">
               (a)
               
            </p>
            		
            <p class=""content2"">
               Within either 180 days after the effective date of a categorical pretreatment standard,
               or the final administrative decision on a category determination under 40 CFR 403.6(a)(4),
               whichever is later, existing industrial users who are subject to the standard and
               are currently discharging to or scheduled to discharge to the POTW shall submit to
               the executive director a report which contains the information listed in paragraph
               (b) below. At least 90 days prior to commencement of their discharge, new sources,
               and sources that become categorical users subsequent to the promulgation of an applica",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.12,"Instantaneous, daily maximum, and long-term
               average concentrations, or mass, where required, shall be reported. The sample shall
               be representative of daily operations and shall be analyzed in accordance with procedures
               set out in section 78-65.10 of this article.
               
            </p>
            		
            <p class=""incr3"">
               (iii)
               
            </p>
            		
            <p class=""content4"">
               Sampling must be performed in accordance with procedures set out in section 78-65.11
               of this article and 40 CFR 403.12(b) and (g), including 40 CFR 403.12(g)(4).
               
            </p>
            		
            <p class=""incr2"">
               (6)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Certification.</span> A statement, reviewed by the user's current authorized representative as defined
               in section 78-61.2(a)(3) and certified by a qualified professional, indicating whether
               pretreatment standards a",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.12,"Instantaneous, daily maximum, and long-term
               average concentrations, or mass, where required, shall be reported. The sample shall
               be representative of daily operations and shall be analyzed in accordance with procedures
               set out in section 78-65.10 of this article.
               
            </p>
            		
            <p class=""incr3"">
               (iii)
               
            </p>
            		
            <p class=""content4"">
               Sampling must be performed in accordance with procedures set out in section 78-65.11
               of this article and 40 CFR 403.12(b) and (g), including 40 CFR 403.12(g)(4).
               
            </p>
            		
            <p class=""incr2"">
               (6)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Certification.</span> A statement, reviewed by the user's current authorized representative as defined
               in section 78-61.2(a)(3) and certified by a qualified professional, indicating whether
               pretreatment standards a",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.6,"          </p>
            		
            <p class=""content1"">
               <span class=""ital"">Baseline monitoring reports.</span>
               
            </p>
            		
            <p class=""incr1"">
               (a)
               
            </p>
            		
            <p class=""content2"">
               Within either 180 days after the effective date of a categorical pretreatment standard,
               or the final administrative decision on a category determination under 40 CFR 403.6(a)(4),
               whichever is later, existing industrial users who are subject to the standard and
               are currently discharging to or scheduled to discharge to the POTW shall submit to
               the executive director a report which contains the information listed in paragraph
               (b) below. At least 90 days prior to commencement of their discharge, new sources,
               and sources that become categorical users subsequent to the promulgation of an applica",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.12,"Instantaneous, daily maximum, and long-term
               average concentrations, or mass, where required, shall be reported. The sample shall
               be representative of daily operations and shall be analyzed in accordance with procedures
               set out in section 78-65.10 of this article.
               
            </p>
            		
            <p class=""incr3"">
               (iii)
               
            </p>
            		
            <p class=""content4"">
               Sampling must be performed in accordance with procedures set out in section 78-65.11
               of this article and 40 CFR 403.12(b) and (g), including 40 CFR 403.12(g)(4).
               
            </p>
            		
            <p class=""incr2"">
               (6)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Certification.</span> A statement, reviewed by the user's current authorized representative as defined
               in section 78-61.2(a)(3) and certified by a qualified professional, indicating whether
               pretreatment standards a",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 261.30,"of sections 78-65.1, 78-65.3, and 78-65.4 of this article.
               
            </p>
            		
            <p class=""incr1"">
               (b)
               
            </p>
            		
            <p class=""content2"">
               Users are exempt from the requirements of paragraph (a) above, during a calendar month
               in which they discharge no more than 15 kilograms of hazardous wastes, unless the
               wastes are acute hazardous wastes as specific in 40 CFR 261.30(d) and 261.33(e). Discharge
               of more than 15 kilograms of nonacute hazardous wastes in a calendar month, or of
               any quantity of acute hazardous wastes as specified in 40 CFR 261.30(d) and 261.33(e),
               requires a one-time notification. Subsequent months during which the user discharges
               more than such quantities of any hazardous waste do not require additional notification.
               
            </p>
            		
            <p class",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.30,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 261.30,"of sections 78-65.1, 78-65.3, and 78-65.4 of this article.
               
            </p>
            		
            <p class=""incr1"">
               (b)
               
            </p>
            		
            <p class=""content2"">
               Users are exempt from the requirements of paragraph (a) above, during a calendar month
               in which they discharge no more than 15 kilograms of hazardous wastes, unless the
               wastes are acute hazardous wastes as specific in 40 CFR 261.30(d) and 261.33(e). Discharge
               of more than 15 kilograms of nonacute hazardous wastes in a calendar month, or of
               any quantity of acute hazardous wastes as specified in 40 CFR 261.30(d) and 261.33(e),
               requires a one-time notification. Subsequent months during which the user discharges
               more than such quantities of any hazardous waste do not require additional notification.
               
            </p>
            		
            <p class",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.30,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 136,"lass=""incr0"">
               10.
               
            </p>
            		
            <p class=""content1"">
               <span class=""ital"">Analytical requirements.</span> All pollutant analyses, including sampling techniques, to be submitted as part of
               a wastewater discharge permit application or report shall be performed by a laboratory
               certified by the state to perform the wastewater analyses in accordance with the techniques
               prescribed in 40 CFR Part 136, unless otherwise specified in an applicable categorical
               pretreatment standard, or unless otherwise performed in accordance with procedures
               approved by EPA or WSACC. If 40 CFR Part 136 does not contain sampling or analytical
               techniques for the pollutant in question, sampling and analyses must be performed
               in accordance with procedures approved by EPA and WSACC. Analyses must be performed
               by a state-certified lab for each",SELECT * FROM cfr WHERE title = '40' AND part = '136',40,136,136,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 403.12,"Instantaneous, daily maximum, and long-term
               average concentrations, or mass, where required, shall be reported. The sample shall
               be representative of daily operations and shall be analyzed in accordance with procedures
               set out in section 78-65.10 of this article.
               
            </p>
            		
            <p class=""incr3"">
               (iii)
               
            </p>
            		
            <p class=""content4"">
               Sampling must be performed in accordance with procedures set out in section 78-65.11
               of this article and 40 CFR 403.12(b) and (g), including 40 CFR 403.12(g)(4).
               
            </p>
            		
            <p class=""incr2"">
               (6)
               
            </p>
            		
            <p class=""content3"">
               <span class=""ital"">Certification.</span> A statement, reviewed by the user's current authorized representative as defined
               in section 78-61.2(a)(3) and certified by a qualified professional, indicating whether
               pretreatment standards a",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
